id,provider_name,provider_id,segment_name,country
24958233,digitalAudience,11242,gh-nl_gps_xandr_da_specific_mentality-kosmopolieten_video,netherlands
25039676,digitalAudience,11242,gh-nl_gps_xandr_da_specific_mentality-moderne-burgerij_video,netherlands
24958277,digitalAudience,11242,gh-nl_gps_xandr_da_specific_mentality-nieuwe-conservatieven_video,netherlands
25039760,digitalAudience,11242,gh-nl_gps_xandr_da_specific_mentality-opwaarts-mobielen_video,netherlands
25039798,digitalAudience,11242,gh-nl_gps_xandr_da_specific_mentality-post-materialisten_video,netherlands
25039658,digitalAudience,11242,gh-nl_gps_xandr_da_specific_mentality-traditionele-burgerij_video,netherlands
25039682,digitalAudience,11242,gh-nl_tmp_xandr_da_specific_demographic_mentality-gemaks-georienteerden_plain,netherlands
24958209,digitalAudience,11242,gh-nl_tmp_xandr_da_specific_demographic_mentality-kosmopolieten_plain,netherlands
25039661,digitalAudience,11242,gh-nl_tmp_xandr_da_specific_demographic_mentality-moderne-burgerij_plain,netherlands
24958113,digitalAudience,11242,gh-nl_tmp_xandr_da_specific_demographic_mentality-nieuwe-conservatieven_plain,netherlands
25039746,digitalAudience,11242,gh-nl_tmp_xandr_da_specific_demographic_mentality-opwaarts-mobielen_plain,netherlands
25039772,digitalAudience,11242,gh-nl_tmp_xandr_da_specific_demographic_mentality-post-materialisten_plain,netherlands
25039464,digitalAudience,11242,gh-nl_tmp_xandr_da_specific_demographic_mentality-traditionele-burgerij_plain,netherlands
